FIPS,names,area,population,population_change,white_per,black_per,latino_per,highschool_per,bachelors_per,household_income_75k_per,poverty_per,infant_death_per_1000_births,medicare_per_100000,owner_occupied_per,per_capita_income,unemploy_rate
1073,"Jefferson, AL                       ",1123.8,656700,-5341,56.77762241,41.17758042,2.327955705,80.8940524,24.6,18.75828538,15.4,9.9,17204.80989,66.5,38861,3.550571073
1075,"Lamar, AL                           ",605.47,14548,-1356,88.10987836,11.40890255,1.470391659,65.05856107,7.8,7.003710575,16.8,6.2,23038.36386,76.8,22085,4.710262221
1077,"Lauderdale, AL                      ",718.78,87891,-75,88.92474712,9.722776568,1.24414136,76.37280538,18.5,14.52283307,16.2,4.3,19466.07976,73.2,26462,3.724540173
1079,"Lawrence, AL                        ",718.07,34312,-491,79.46250542,12.06473053,1.392862303,65.61544509,7.5,11.86290442,14.7,17.9,13922.84352,83,24891,4.250046466
1081,"Lee, AL                             ",615.55,125781,10689,74.11686436,22.95584727,1.609684067,81.41064822,27.9,15.159074,16,6.2,10057.28009,62.1,24804,2.988296094
1083,"Limestone, AL                       ",607.08,72446,6770,85.09841207,13.15046332,3.331961572,74.50064433,16.9,17.40116656,12.7,4.9,13340.61786,77.3,26698,3.232609118
1085,"Lowndes, AL                         ",725.03,12759,-714,27.94432548,71.68094218,0.810645457,64.25516314,11,8.759421471,25.5,12.4,14568.67544,83.3,21875,6.62566951
1087,"Macon, AL                           ",613.24,22594,-1511,15.69048663,82.83647523,0.964489259,69.98925116,18.8,8.234636872,28.3,13.3,16282.33231,67.3,19823,4.750168048
1089,"Madison, AL                         ",812.85,304307,27356,71.71922788,23.49023448,2.246539143,85.41596217,34.3,24.85744168,11.7,8.4,13750.20121,69.9,34987,2.903168702
1091,"Marengo, AL                         ",982.85,21842,-695,47.05882353,52.20074044,1.841948901,71.93913165,12.1,12.69533478,21.3,10.7,17148.86421,79.2,27140,4.05026366
1093,"Marion, AL                          ",743.57,30165,-1049,95.0321682,3.909929031,1.502288254,63.1576512,8,9.002126487,17.9,11.8,20385.35518,77.8,24303,3.890824623
1095,"Marshall, AL                        ",623.16,87185,4957,96.55393886,1.570637831,8.677628045,69.35099434,13.9,12.83067564,15.8,10,19289.06743,74.7,27365,3.082007172
1097,"Mobile, AL                          ",1644.02,404157,4314,62.18341068,34.51735932,1.292638512,76.72215959,18.6,14.3608627,20,8.6,15270.2733,68.8,25602,3.714270247
1099,"Monroe, AL                          ",1034.53,23342,-982,56.98815995,41.01883453,0.825854296,67.88268956,11.8,10.80677822,18.5,3.5,16989.00265,80.4,24319,5.454159593
1101,"Montgomery, AL                      ",799.76,223571,61,45.12068009,52.47564514,1.433541348,80.25710688,28.5,17.79871729,19.4,7,14714.44235,64.1,35130,3.693762306
1103,"Morgan, AL                          ",599.06,115237,4173,85.6734658,11.84631616,4.739757341,76.34424732,18.4,17.09554608,14,9.4,16942.14876,73.1,30814,3.58868185
1105,"Perry, AL                           ",724.08,11186,-677,29.9533902,69.61568903,1.064110456,62.38177128,10,6.48511424,30.4,11.6,18151.43787,74,20352,7.61351052
1107,"Pickens, AL                         ",890.05,20133,-816,57.17613242,42.35305779,0.832589949,69.65130024,9.8,8.409596834,20.8,0,20998.11676,79.3,23628,4.52949013
1109,"Pike, AL                            ",672.1,29620,-73,60.16397314,36.7623739,1.558757043,69.08998475,18.4,8.991871281,21.4,18.1,17736.76575,67.2,28842,3.575824318
1111,"Randolph, AL                        ",584.11,22673,293,76.84993617,22.11999824,1.307390941,61.94282618,10,7.984262902,16.1,7.2,19205.88106,79.2,22189,4.743680129
1113,"Russell, AL                         ",647.38,50085,329,56.10225844,42.10761059,2.153022747,66.52131934,9.7,8.089762423,19.4,1.5,18266.22876,62.5,24291,5.233120081
1115,"St. Clair, AL                       ",653.61,75232,10490,90.34149039,8.22065533,1.338310521,71.33941208,11.1,15.22594541,13.1,12.9,12971.10466,83.7,26872,3.168769534
1117,"Shelby, AL                          ",809.53,178182,34889,88.23608317,9.378007173,3.088676989,86.84928598,36.8,33.49380388,7,5.1,8388.884029,81,39590,2.465933885
1119,"Sumter, AL                          ",913.3,13606,-1192,24.8932629,74.67255228,1.37491859,64.75775971,12.4,5.903994394,28.3,35.3,19162.0233,72.3,20509,6.079277059
1121,"Talladega, AL                       ",760.25,80271,-56,67.50189542,31.36085114,1.121095741,69.65322277,11.2,11.62874095,17.8,7.3,18585.08271,76.3,27793,4.623714942
1123,"Tallapoosa, AL                      ",766.23,41010,-784,72.9302257,26.33543729,0.8718717,70.08071053,14.1,12.55403458,17.1,4.2,19434.14299,76.3,25519,4.555232871
1125,"Tuscaloosa, AL                      ",1351.23,171159,6284,67.70549648,30.09448931,1.659483269,78.81541615,24,16.30577987,17.2,12,14427.38059,63.5,30951,2.924201616
1127,"Walker, AL                          ",805.3,70034,-679,92.47543392,6.4363849,1.239357075,67.20924894,9.1,10.77069525,16.2,9.1,22115.89201,80,26155,4.030835565
1129,"Washington, AL                      ",1088.54,17651,-446,66.04399932,26.39396838,0.905868452,72.31316726,8.6,9.560029828,18.1,10.3,17791.03134,88.1,21494,5.207287333
1131,"Wilcox, AL                          ",907.46,12911,-109,27.0696452,72.61343434,0.827085105,59.54380248,10.1,5.757956449,30.4,14.7,20174.69274,83.3,18820,7.739082366
1133,"Winston, AL                         ",631.86,24634,-209,98.31414809,0.636786676,1.8899502,62.60100714,8.3,9.053131493,17.2,10.2,20389.41954,80.1,23630,4.43014363
2013,"Aleutians East, AK                  ",15011.6,2647,-50,33.39476594,1.916697383,14.81754515,74.73841555,4.9,26.80608365,12.7,0,,58.2,27655,8.826125331
2016,"Aleutians West, AK                  ",14116.51,5239,-226,48.73652917,3.753251579,12.07729469,78.52270054,11,37.4015748,7.4,0,4384.986994,27.8,28120,5.880503145
2020,"Anchorage, AK                       ",1961.09,278700,18417,71.98692568,6.179397403,6.929098359,90.29456453,28.9,33.18428213,8.9,5.5,7686.070905,60.1,40670,5.335807296
2050,"Bethel, AK                          ",45508.46,17147,1101,13.35902376,0.578034682,1.115198225,70.96934961,13.1,19.52200663,20.7,9.5,4273.953407,61.1,24054,13.26647564
2060,"Bristol Bay, AK                     ",887.68,1042,-216,57.64388489,0.629496403,0.989208633,88.87468031,21.1,28.57142857,7.6,0,54226.61871,50,43966,5.479452055
2068,"Denali, AK                          ",12774.53,1846,-47,89.58001063,1.329080276,2.817650186,91.71732523,22.7,31.59235669,6,0,,65.1,47551,5.685814771
2070,"Dillingham, AK                      ",20928.41,4970,48,23.48761673,0.466910272,2.578156719,76.64783427,16.4,22.49836494,17.6,0,8221.680877,60.4,29775,9.51254141
2090,"Fairbanks North Star, AK            ",7444.02,86754,3914,79.08291457,5.3163545,5.492233897,91.83307625,27,26.78913255,8,6.3,6340.794884,54,33568,5.813332146
2100,"Haines, AK                          ",2725.82,2257,-135,87.45598592,0.264084507,1.408450704,88.91566265,23.8,19.77800202,10.7,0,15404.92958,70,40185,8.167467399
2110,"Juneau, AK                          ",3255.01,30737,26,75.28641043,1.074644206,3.90809049,93.17051108,36,38.63813567,7.5,7.9,10033.23975,63.7,38702,4.933318877
2122,"Kenai Peninsula, AK                 ",24754.6,52304,2613,87.48267898,0.619707467,2.782909931,88.514719,20.3,24.93762881,9.7,5.1,10964.20323,73.7,30795,8.265795893
2130,"Ketchikan Gateway, AK               ",1753.98,13384,-675,74.07630825,0.995324989,2.93319258,89.6432937,20.2,29.00537137,8.4,10.9,11023.97828,60.7,40291,6.195019205
2150,"Kodiak Island, AK                   ",12023.67,13072,-841,62.14083212,1.195310704,6.804076316,85.41590326,18.7,34.17721519,8.5,4.8,3317.753429,54.8,32896,7.670735731
2164,"Lake and Peninsula, AK              ",30906.96,1548,-275,23.37579618,0,1.401273885,72.17125382,12.4,20.91836735,16.6,0,,68.2,26027,6.150978565
2170,"Matanuska-Susitna, AK               ",25259.79,80480,21158,88.28118833,1.092019051,3.024761203,88.14982783,18.3,27.7145359,10.3,3,7533.615767,78.9,30279,7.744893035
2180,"Nome, AK                            ",28283.33,9245,49,20.0364494,0.482418525,1.072041166,74.79658259,14.7,22.87411808,18.2,17.5,6271.440823,58.1,26550,12.1483376
2185,"North Slope, AK                     ",94762.64,6608,-777,15.68457539,1.083188908,3.986135182,77.41437033,17,40.54054054,12.4,11.8,5170.421722,48.9,42209,7.007759457
2188,"Northwest Arctic, AK                ",40762,7511,303,13.12163758,0.118094738,5.69479071,72.04116638,12.7,24.71910112,18,22.6,5419.236321,56,26339,11.39197843
2201,"Prince of Wales-Outer Ketchikan, AK ",12706.3,5688,-469,53.48056537,0.247349823,2.4204947,84.06636819,14.2,16.22458002,13.9,0,8780.918728,69.8,23305,14.47480786
2220,"Sitka, AK                           ",4811.53,8920,85,68.37302471,0.400623192,4.117516136,90.60271041,29.5,30.23184869,7.7,0,10126.86401,58.1,33115,5.441020191
2232,"Skagway-Hoonah-Angoon, AK          ",11376.73,3100,-336,61.16442738,0.159948816,4.126679463,84.38187418,21.6,17.96932067,11.2,0,13051.82342,62.9,34265,13.03418803
2240,"Southeast Fairbanks, AK             ",25061.19,6773,599,81.76595101,2.751738736,3.280919262,86.81288925,18.2,19.87607245,13.7,0,8784.396734,68.5,33572,10.98230628
2261,"Valdez-Cordova, AK                  ",40199.15,9872,-323,76.83604404,0.484897464,2.464895444,88.54215184,21.2,29.60865088,9,7.9,8637.236084,67.9,34614,8.614376566
2270,"Wade Hampton, AK                    ",19669.24,7580,552,4.734120143,0,0.437607744,66.32057106,9.1,8.926342072,26,18,5741.944039,66.7,16012,20.67345341
2280,"Wrangell-Petersburg, AK             ",9021.21,6096,-588,75.69255404,0.192153723,2.706164932,85.82243634,16.3,25.66679552,9.7,0,12009.60769,70.4,33446,9.680741504
2282,"Yakutat, AK          ",9459.28,689,-119,57.75623269,0.138504155,0.831024931,84.29118774,17.6,18.49056604,9.8,0,,59.6,33716,9.967845659
2290,"Yukon-Koyukuk, AK                   ",147842.51,5844,-666,26.90867654,0.097672147,1.318573987,74.31885622,14.2,11.77999134,18.6,54.1,13348.52678,67.3,25674,13.13274336
4001,"Apache, AZ                          ",11218.42,71118,1695,22.19402103,0.617221637,4.584456975,63.64690615,11.3,7.205447899,29.8,8.9,11265.73699,74.3,18637,9.975985591
4003,"Cochise, AZ                         ",6218.77,127757,10002,90.10435665,4.378855883,31.23483419,79.46129279,18.8,12.56236758,17.1,7.2,16954.78407,67.3,26886,4.534513274
4005,"Coconino, AZ                        ",18661.21,124953,8633,66.11822453,1.315938191,11.73929892,83.77591852,29.9,18.22587025,16.5,6.9,12327.03082,61.4,28045,4.355574875
4007,"Gila, AZ                            ",4795.74,52209,874,83.47173025,0.6561756,16.33470762,78.22475107,13.9,11.14200596,18.2,8.9,23515.86242,78.7,24165,5.220613001
4009,"Graham, AZ                          ",4641.14,33660,171,80.38278959,2.177002389,27.76887491,75.57766035,11.8,8.620007908,22.3,2.2,13966.07505,73.2,19034,4.926293622
4011,"Greenlee, AZ                        ",1848.42,7738,-809,96.2372025,0.797766254,46.50977264,82.48511619,12.2,10.87584216,12.5,9.8,14572.53025,50.6,25319,3.749669923
4012,"La Paz, AZ                          ",4513.36,20256,541,84.21780808,1.012945943,22.92222552,69.27514073,8.7,7.773259986,18.9,12.8,20456.56685,78,20683,5.769728331
4013,"Maricopa, AZ                        ",9224.27,3768123,695784,88.98314083,4.349684558,29.03492973,82.50136825,25.9,24.42178648,13.3,6.6,11525.231,67.5,33178,3.484097777
4015,"Mohave, AZ                          ",13469.71,193035,38003,94.15598291,1.004273504,12.91880342,77.50647023,9.9,10.94906781,15.4,7.4,21954.59402,73.6,22055,4.283086246
4017,"Navajo, AZ                          ",9959.49,111399,13929,48.50228715,1.085472923,8.811052088,71.17587384,12.3,10.66804247,23.7,6.7,12686.29187,75.4,18380,7.290674288
4019,"Pima, AZ                            ",9188.83,946362,102616,88.73025759,3.398191582,31.94295761,83.43409008,26.7,17.40063186,15.6,7.7,15514.61635,64.3,28869,4.017299397
4021,"Pinal, AZ                           ",5374.09,271059,91522,86.9317662,3.465055391,29.86639018,72.70154993,11.9,13.55680855,15.1,6.8,13093.0651,77.4,20835,5.045608778
4023,"Santa Cruz, AZ                      ",1238.11,43080,4699,97.67192744,0.602251898,80.54226475,60.65938962,15.2,12.9392836,19.1,8.7,13256.68309,68,19967,7.669237361
4025,"Yavapai, AZ                         ",8127.78,208014,40497,95.56670575,0.664314724,11.64463188,84.71507116,21.1,14.44756381,12.6,3,21606.33313,73.4,24521,3.939378157
4027,"Yuma, AZ                            ",5518.96,187555,27529,93.01566112,2.692564418,55.06214247,65.80978706,11.8,12.47400089,18.4,5.1,12285.61814,72.3,21005,14.74583556
5001,"Arkansas, AR                        ",1033.79,19884,-861,74.5578638,24.52548199,1.105963234,72.41503456,12.2,9.897126641,16.8,11.3,19170.02939,67.9,26728,7.813849076
5003,"Ashley, AR                          ",939.08,22843,-1366,71.29605661,27.82811287,3.921822418,72.49077725,10.1,10.66709292,18,7.8,18332.039,76,24135,7.716876159
5005,"Baxter, AR                          ",586.74,41307,2921,97.97669229,0.277708902,1.031490206,77.54062576,12.8,8.603096411,13.4,2.6,29933.05232,79.7,25738,5.403708987
5007,"Benton, AR                          ",880.24,196045,42699,93.77387155,1.069873434,12.83634146,80.42459471,20.3,16.6443345,9.5,9,13936.70629,72.2,29779,3.364327815
5009,"Boone, AR                           ",601.82,36405,2457,97.73139999,0.343642612,1.511468723,76.83571738,12.7,8.836907083,14.4,2.4,22269.71754,73.3,23991,4.918320745
5011,"Bradley, AR                         ",654.38,12111,-489,71.15321522,28.2234252,10.18700787,66.61089866,11.9,8.481588746,20.4,11.3,19840.87927,72.7,22796,7.308377897
5013,"Calhoun, AR                         ",632.54,5558,-186,76.61477903,23.15262122,2.075505457,68.74039939,7.3,8.200258956,14.8,0,16281.98247,82.3,22801,7.043836643
5015,"Carroll, AR                         ",638.81,27339,1982,97.33323456,0.322234157,13.53013075,71.77311559,13.8,10.06968299,14.3,8.6,17893.25531,73,21211,4.459789958
5017,"Chicot, AR                          ",690.88,12915,-1202,45.1600522,53.9111077,4.045444078,64.22423306,11.7,7.684918348,28,5.5,20158.13311,69.8,20239,8.76729048
5019,"Clark, AR                           ",882.6,22913,-633,75.29673591,22.29010298,3.905568162,75.27484529,19.8,10.05385996,17.1,10.2,17743.06162,65.7,23736,5.641442908
5021,"Clay, AR                            ",641.42,16497,-1114,98.2446616,0.295572445,1.043551695,60.60780287,7.4,6.512066873,16.2,5.3,23881.04717,74.9,20865,8.516129032
5023,"Cleburne, AR                        ",591.91,25485,1439,98.15288882,0.531684455,1.697451853,74.78466963,13.9,10.26496565,13.7,3.9,24083.33662,80.4,25435,5.124236953
5025,"Cleveland, AR                       ",598.8,8858,287,85.67898461,13.51229922,1.78591486,73.0694469,10,9.80751604,14.4,8.9,17016.73593,82.2,25476,6.238140417
5027,"Columbia, AR                        ",766.86,24440,-1163,62.33245596,36.57825471,1.56711885,74.0569861,16.8,11.51187256,19.8,12.5,19939.25896,71.4,27661,6.189796646
5029,"Conway, AR                          ",566.66,20694,358,85.48146005,12.53676648,2.410916631,73.16765579,11.5,11.43466801,16.1,12.9,23419.64415,78.1,24511,5.05203597
5031,"Craighead, AR                       ",712.98,88244,6096,88.29422955,9.698506946,3.121000749,77.29916215,20.9,13.60019814,15.4,5.5,14674.5835,63.9,25944,4.852440409
5033,"Crawford, AR                        ",604.2,58785,5538,93.44959223,1.127884782,4.596564289,71.48526581,9.7,10.45071566,14.3,6.5,16170.39736,75.9,22590,4.55891271
5035,"Crittenden, AR                      ",636.69,52083,1217,49.2213099,49.42561968,1.888901739,69.17126707,12.8,11.27172324,21.9,12.4,12584.32597,60.3,24095,6.810968083
5037,"Cross, AR                           ",622.33,19056,-470,75.469148,23.38722254,1.169621043,68.33709314,9.9,9.038019213,18.9,14,16239.53839,70.8,19034,7.521708519
5039,"Dallas, AR                          ",668.16,8350,-860,58.23557015,40.74378226,2.580947912,66.83920521,9.6,6.308610401,18.5,0,19838.10418,73.8,23744,6.695300657
5041,"Desha, AR                           ",819.52,14181,-1160,52.14514556,46.81710545,3.809722803,64.9989555,11.1,9.625126646,23.3,5,17599.94428,63.5,21205,9.516129032
5043,"Drew, AR                            ",835.65,18387,-336,71.21382336,27.49157439,2.562456535,73.05461785,17.3,11.25800736,18.7,4.5,14748.83646,69,23610,8.277325787
5045,"Faulkner, AR                        ",664.01,100685,14671,88.34343829,9.316808548,2.545626731,83.34677181,25.2,16.48892792,12.8,3.7,11835.67171,68.6,26478,4.45490077
5047,"Franklin, AR                        ",619.69,18276,505,96.66264134,0.669667362,1.976067625,71.09147074,11,7.483289741,15.6,0,18728.72983,78.1,23989,4.326812428
5049,"Fulton, AR                          ",620.31,11756,114,98.05597453,0.301659125,0.737388973,72.15819483,10.5,6.83991684,17.6,9.7,25381.26362,81.1,20084,5.255959359
5051,"Garland, AR                         ",734.57,95164,7098,89.29995404,7.926157925,3.379974559,78.29297859,18,12.82363208,15.5,11.8,25766.6941,71.1,27833,5.278019625
5053,"Grant, AR                           ",633.01,17493,1029,95.76320037,3.130043809,1.740834678,77.18033999,11,13.74779683,11,10.6,14359.00392,80.4,26212,4.919152813
5055,"Greene, AR                          ",579.65,40091,2762,97.80462425,0.324864851,1.560874089,72.06038352,10.9,8.989830508,15.3,9.4,17415.80163,71.3,22314,5.787305946
5057,"Hempstead, AR                       ",741.36,23347,-240,68.81067442,29.11944575,12.23538468,69.17075795,11,8.43844179,18.8,9.4,15194.79964,69.3,22352,5.585980285
5059,"Hot Spring, AR                      ",622.16,31730,1377,87.89662231,10.17784033,1.743219038,73.25271471,11.2,7.805731423,14.9,5.6,17777.63562,77.9,22058,5.261805332
5061,"Howard, AR                          ",595.2,14415,115,77.79686641,20.65695437,8.775426058,70.73670586,11.6,9.504660939,15.1,8.4,18107.47664,72.2,24010,5.619195046
5063,"Independence, AR                    ",771.57,34909,676,95.48320235,2.144687221,2.588018539,75.50319313,13.7,9.148288409,14.7,6.3,19083.39811,74.4,24622,5.61556297
5065,"Izard, AR                           ",584.02,13356,107,96.79076694,1.489203276,1.169024572,73.33053339,11.7,6.599264706,17.5,19.7,24973.93894,80.2,20722,6.314623338
5067,"Jackson, AR                         ",641.45,17426,-993,79.73978751,19.35685472,1.380603375,66.04392003,10.3,8.176732176,21,3.9,24538.3785,69.6,21616,7.981639679
5069,"Jefferson, AR                       ",913.7,80655,-3627,46.15667075,51.90330477,1.189718482,74.82308214,15.7,13.14023891,20.4,12,15747.85802,66.2,24053,8.019474303
5071,"Johnson, AR                         ",682.74,24453,1672,95.74910573,1.763580401,9.333666084,67.6263338,13.1,7.48455024,16.4,9.1,17377.92197,73.1,20756,5.271709695
5073,"Lafayette, AR                       ",545.07,7896,-663,63.07462315,36.09069391,1.594618164,65.28460998,9.5,8.969132207,22.1,0,19596.36228,78.6,21468,7.313957202
5075,"Lawrence, AR                        ",592.34,16899,-875,97.83711304,0.71707573,0.880312482,63.25270636,8.5,6.471581317,18.5,9.1,24275.63691,71.1,19469,6.933723716
5077,"Lee, AR                             ",619.47,11379,-1201,42.15677783,57.20225206,2.581203984,56.22160525,7.3,5.714968914,30.3,23.3,16284.10567,63.7,18029,9.895833333
5079,"Lincoln, AR                         ",572.17,14125,-367,66.09872388,32.89160006,1.837049502,64.99527956,7.6,10.08206331,23.3,0,12999.5793,76.1,18612,8.129454826
5081,"Little River, AR                    ",564.87,13074,-554,76.0489907,21.21418311,1.958115975,73.44877345,9.9,11.30832571,15.2,6.8,18734.40689,76.5,24301,4.625954198
5083,"Logan, AR                           ",731.5,22903,417,95.70693863,1.277022315,1.616980474,69.79472141,9.4,7.419763028,16.4,3.6,20366.98047,77.1,21523,4.972962534
5085,"Lonoke, AR                          ",802.43,62902,10074,91.45537275,6.495433414,2.278347456,77.64132903,14.6,16.30152632,10.6,5.8,12776.5505,75.9,25074,4.342941516
5087,"Madison, AR                         ",837.06,15361,1118,97.23967384,0.247293143,3.990108274,67.82459526,10.1,7.431814022,16,5.4,17965.51263,79.1,21361,3.615509288
5089,"Marion, AR                          ",640.35,16931,791,97.66357932,0.26889752,1.015835076,75.99413439,10.4,6.596812279,16.6,13.9,22073.49866,80.1,20517,5.303138885
5091,"Miller, AR                          ",637.48,43055,2612,74.46828229,23.35619295,1.920670961,74.3039938,12.5,12.09950758,17.1,13.2,15736.06413,68,26341,4.755875203
5093,"Mississippi, AR                     ",919.73,47517,-4462,63.88094592,34.1424725,2.686230719,64.73491079,11.3,10.55351698,22.1,11.6,16259.31414,58.9,23778,8.141262159
5095,"Monroe, AR                          ",621.41,9095,-1159,59.32057622,39.32487637,1.677058697,63.78370191,8.4,6.041412911,22.7,16.4,20705.22468,65,20300,7.641459545
5097,"Montgomery, AR                      ",800.29,9272,27,97.14254906,0.625404356,3.720077636,69.83292079,8.8,7.741083223,16.3,0,20541.29825,82.9,21294,4.785665684
5099,"Nevada, AR                          ",620.78,9471,-484,66.63874346,32.68062827,2.209424084,69.07984791,10.7,7.320832263,18.7,14,19685.86387,74.8,24029,5.701357466
5101,"Newton, AR                          ",823.18,8411,-197,98.18977757,0.201135826,1.230477993,70.19263846,11.8,5.2,19.4,0,20787.97918,81.5,19224,5.133079848
5103,"Ouachita, AR                        ",739.63,26710,-2080,58.6082208,40.21105453,1.070031732,73.48089592,12.7,8.369930251,18.1,17.1,21419.08346,71.4,23889,8.14339981
